year,state,month,number
1998,Santa Catarina,Mar,0
1999,Santa Catarina,Mar,7
2000,Santa Catarina,Mar,46
2001,Santa Catarina,Mar,1
2002,Santa Catarina,Mar,12
2003,Santa Catarina,Mar,58
2004,Santa Catarina,Mar,73
2005,Santa Catarina,Mar,92
2006,Santa Catarina,Mar,48
2007,Santa Catarina,Mar,23
2008,Santa Catarina,Mar,14
2009,Santa Catarina,Mar,33
2010,Santa Catarina,Mar,9
2011,Santa Catarina,Mar,8
2012,Santa Catarina,Mar,65
2013,Santa Catarina,Mar,14
2014,Santa Catarina,Mar,15
2015,Santa Catarina,Mar,37
2016,Santa Catarina,Mar,21
2017,Santa Catarina,Mar,12
1998,Santa Catarina,Apr,0
1999,Santa Catarina,Apr,0
2000,Santa Catarina,Apr,7
2001,Santa Catarina,Apr,1
2002,Santa Catarina,Apr,7
2003,Santa Catarina,Apr,120
2004,Santa Catarina,Apr,59
2005,Santa Catarina,Apr,25
2006,Santa Catarina,Apr,30
2007,Santa Catarina,Apr,2
2008,Santa Catarina,Apr,31
2009,Santa Catarina,Apr,57
2010,Santa Catarina,Apr,19
2011,Santa Catarina,Apr,5
2012,Santa Catarina,Apr,40
2013,Santa Catarina,Apr,46
2014,Santa Catarina,Apr,34
2015,Santa Catarina,Apr,32
2016,Santa Catarina,Apr,36
2017,Santa Catarina,Apr,26
1998,Santa Catarina,May,0
1999,Santa Catarina,May,1
2000,Santa Catarina,May,0
2001,Santa Catarina,May,2
2002,Santa Catarina,May,3
2003,Santa Catarina,May,84
2004,Santa Catarina,May,2
2005,Santa Catarina,May,21
2006,Santa Catarina,May,33
2007,Santa Catarina,May,2
2008,Santa Catarina,May,15
2009,Santa Catarina,May,33
2010,Santa Catarina,May,1
2011,Santa Catarina,May,16
2012,Santa Catarina,May,60
2013,Santa Catarina,May,52
2014,Santa Catarina,May,42
2015,Santa Catarina,May,70
2016,Santa Catarina,May,26
2017,Santa Catarina,May,36
1998,Santa Catarina,Jun,2
1999,Santa Catarina,Jun,0
2000,Santa Catarina,Jun,2
2001,Santa Catarina,Jun,1
2002,Santa Catarina,Jun,0
2003,Santa Catarina,Jun,68
2004,Santa Catarina,Jun,127
2005,Santa Catarina,Jun,58
2006,Santa Catarina,Jun,32
2007,Santa Catarina,Jun,11
2008,Santa Catarina,Jun,2
2009,Santa Catarina,Jun,14
2010,Santa Catarina,Jun,1
2011,Santa Catarina,Jun,26
2012,Santa Catarina,Jun,42
2013,Santa Catarina,Jun,31
2014,Santa Catarina,Jun,3
2015,Santa Catarina,Jun,104
2016,Santa Catarina,Jun,79
2017,Santa Catarina,Jun,70
1998,Santa Catarina,Jul,0
1999,Santa Catarina,Jul,2
2000,Santa Catarina,Jul,21
2001,Santa Catarina,Jul,5
2002,Santa Catarina,Jul,82
2003,Santa Catarina,Jul,43
2004,Santa Catarina,Jul,94
2005,Santa Catarina,Jul,90
2006,Santa Catarina,Jul,74
2007,Santa Catarina,Jul,12
2008,Santa Catarina,Jul,46
2009,Santa Catarina,Jul,26
2010,Santa Catarina,Jul,31
2011,Santa Catarina,Jul,31
2012,Santa Catarina,Jul,42
2013,Santa Catarina,Jul,69
2014,Santa Catarina,Jul,82
2015,Santa Catarina,Jul,45
2016,Santa Catarina,Jul,480
2017,Santa Catarina,Jul,591
1998,Santa Catarina,Aug,0
1999,Santa Catarina,Aug,51
2000,Santa Catarina,Aug,69
2001,Santa Catarina,Aug,24
2002,Santa Catarina,Aug,702
2003,Santa Catarina,Aug,1513
2004,Santa Catarina,Aug,728
2005,Santa Catarina,Aug,391
2006,Santa Catarina,Aug,728
2007,Santa Catarina,Aug,462
2008,Santa Catarina,Aug,51
2009,Santa Catarina,Aug,759
2010,Santa Catarina,Aug,511
2011,Santa Catarina,Aug,175
2012,Santa Catarina,Aug,398
2013,Santa Catarina,Aug,236
2014,Santa Catarina,Aug,459
2015,Santa Catarina,Aug,379
2016,Santa Catarina,Aug,765
2017,Santa Catarina,Aug,713
1998,Santa Catarina,Sep,6
1999,Santa Catarina,Sep,101
2000,Santa Catarina,Sep,36
2001,Santa Catarina,Sep,18
2002,Santa Catarina,Sep,416
2003,Santa Catarina,Sep,1339
2004,Santa Catarina,Sep,755
2005,Santa Catarina,Sep,116
2006,Santa Catarina,Sep,530
2007,Santa Catarina,Sep,617
2008,Santa Catarina,Sep,233
2009,Santa Catarina,Sep,47
2010,Santa Catarina,Sep,198
2011,Santa Catarina,Sep,450
2012,Santa Catarina,Sep,188
2013,Santa Catarina,Sep,303
2014,Santa Catarina,Sep,208
2015,Santa Catarina,Sep,156
2016,Santa Catarina,Sep,644
2017,Santa Catarina,Sep,626
1998,Santa Catarina,Oct,4
1999,Santa Catarina,Oct,16
2000,Santa Catarina,Oct,55
2001,Santa Catarina,Oct,26
2002,Santa Catarina,Oct,42
2003,Santa Catarina,Oct,669
2004,Santa Catarina,Oct,704
2005,Santa Catarina,Oct,197
2006,Santa Catarina,Oct,269
2007,Santa Catarina,Oct,35
2008,Santa Catarina,Oct,56
2009,Santa Catarina,Oct,252
2010,Santa Catarina,Oct,76
2011,Santa Catarina,Oct,102
2012,Santa Catarina,Oct,34
2013,Santa Catarina,Oct,107
2014,Santa Catarina,Oct,122
2015,Santa Catarina,Oct,21
2016,Santa Catarina,Oct,56
2017,Santa Catarina,Oct,51
1998,Santa Catarina,Nov,21
1999,Santa Catarina,Nov,84
2000,Santa Catarina,Nov,19
2001,Santa Catarina,Nov,66
2002,Santa Catarina,Nov,348
2003,Santa Catarina,Nov,347
2004,Santa Catarina,Nov,279
2005,Santa Catarina,Nov,384
2006,Santa Catarina,Nov,45
2007,Santa Catarina,Nov,26
2008,Santa Catarina,Nov,16
2009,Santa Catarina,Nov,61
2010,Santa Catarina,Nov,88
2011,Santa Catarina,Nov,79
2012,Santa Catarina,Nov,72
2013,Santa Catarina,Nov,84
2014,Santa Catarina,Nov,43
2015,Santa Catarina,Nov,9
2016,Santa Catarina,Nov,156
2017,Santa Catarina,Nov,152
1998,Santa Catarina,Dec,26
1999,Santa Catarina,Dec,89
2000,Santa Catarina,Dec,29
2001,Santa Catarina,Dec,45
2002,Santa Catarina,Dec,76
2003,Santa Catarina,Dec,129
2004,Santa Catarina,Dec,68
2005,Santa Catarina,Dec,17
2006,Santa Catarina,Dec,7
2007,Santa Catarina,Dec,17
2008,Santa Catarina,Dec,29
2009,Santa Catarina,Dec,20
2010,Santa Catarina,Dec,23
2011,Santa Catarina,Dec,24
2012,Santa Catarina,Dec,32
2013,Santa Catarina,Dec,74
2014,Santa Catarina,Dec,45
2015,Santa Catarina,Dec,19
2016,Santa Catarina,Dec,20
1998,São Paulo,Jan,0
1999,São Paulo,Jan,7
2000,São Paulo,Jan,36
2001,São Paulo,Jan,26
2002,São Paulo,Jan,19
2003,São Paulo,Jan,59
2004,São Paulo,Jan,37
2005,São Paulo,Jan,26
2006,São Paulo,Jan,76
2007,São Paulo,Jan,14
2008,São Paulo,Jan,34
2009,São Paulo,Jan,12
2010,São Paulo,Jan,45
2011,São Paulo,Jan,75
2012,São Paulo,Jan,38
2013,São Paulo,Jan,36
2014,São Paulo,Jan,99
2015,São Paulo,Jan,120
2016,São Paulo,Jan,85
2017,São Paulo,Jan,28
1998,São Paulo,Feb,0
1999,São Paulo,Feb,47
2000,São Paulo,Feb,25
2001,São Paulo,Feb,25
2002,São Paulo,Feb,19
2003,São Paulo,Feb,137
2004,São Paulo,Feb,41
2005,São Paulo,Feb,78
2006,São Paulo,Feb,59
2007,São Paulo,Feb,96
2008,São Paulo,Feb,30
2009,São Paulo,Feb,65
2010,São Paulo,Feb,152
2011,São Paulo,Feb,73
2012,São Paulo,Feb,81
2013,São Paulo,Feb,100
2014,São Paulo,Feb,112
2015,São Paulo,Feb,69
2016,São Paulo,Feb,188
2017,São Paulo,Feb,107
1998,São Paulo,Mar,0
1999,São Paulo,Mar,78
2000,São Paulo,Mar,26
2001,São Paulo,Mar,35
2002,São Paulo,Mar,111
2003,São Paulo,Mar,86
2004,São Paulo,Mar,73
2005,São Paulo,Mar,73
2006,São Paulo,Mar,106
2007,São Paulo,Mar,152
2008,São Paulo,Mar,72
2009,São Paulo,Mar,55
2010,São Paulo,Mar,111
2011,São Paulo,Mar,45
2012,São Paulo,Mar,99
2013,São Paulo,Mar,57
2014,São Paulo,Mar,75
2015,São Paulo,Mar,68
2016,São Paulo,Mar,82
2017,São Paulo,Mar,103
1998,São Paulo,Apr,0
1999,São Paulo,Apr,291
2000,São Paulo,Apr,102
2001,São Paulo,Apr,61
2002,São Paulo,Apr,178
2003,São Paulo,Apr,106
2004,São Paulo,Apr,36
2005,São Paulo,Apr,62
2006,São Paulo,Apr,63
2007,São Paulo,Apr,44
2008,São Paulo,Apr,84
2009,São Paulo,Apr,67
2010,São Paulo,Apr,91
2011,São Paulo,Apr,52
2012,São Paulo,Apr,82
2013,São Paulo,Apr,103
2014,São Paulo,Apr,103
2015,São Paulo,Apr,76
2016,São Paulo,Apr,307
2017,São Paulo,Apr,41
1998,São Paulo,May,0
1999,São Paulo,May,500
2000,São Paulo,May,300
2001,São Paulo,May,211
2002,São Paulo,May,319
2003,São Paulo,May,69
2004,São Paulo,May,60
2005,São Paulo,May,212
2006,São Paulo,May,88
2007,São Paulo,May,69
2008,São Paulo,May,40
2009,São Paulo,May,142
2010,São Paulo,May,150
2011,São Paulo,May,136
2012,São Paulo,May,82
2013,São Paulo,May,118
2014,São Paulo,May,181
2015,São Paulo,May,65
2016,São Paulo,May,139
2017,São Paulo,May,43
1998,São Paulo,Jun,451
1999,São Paulo,Jun,522
2000,São Paulo,Jun,606
2001,São Paulo,Jun,346
2002,São Paulo,Jun,562
2003,São Paulo,Jun,132
2004,São Paulo,Jun,231
2005,São Paulo,Jun,236
2006,São Paulo,Jun,97
2007,São Paulo,Jun,91
2008,São Paulo,Jun,25
2009,São Paulo,Jun,125
2010,São Paulo,Jun,143
2011,São Paulo,Jun,210
2012,São Paulo,Jun,30
2013,São Paulo,Jun,47
2014,São Paulo,Jun,331
2015,São Paulo,Jun,147
2016,São Paulo,Jun,197
2017,São Paulo,Jun,217
1998,São Paulo,Jul,596
1999,São Paulo,Jul,684
2000,São Paulo,Jul,770
2001,São Paulo,Jul,538
2002,São Paulo,Jul,448
2003,São Paulo,Jul,171
2004,São Paulo,Jul,342
2005,São Paulo,Jul,284
2006,São Paulo,Jul,245
2007,São Paulo,Jul,94
2008,São Paulo,Jul,126
2009,São Paulo,Jul,110
2010,São Paulo,Jul,600
2011,São Paulo,Jul,479
2012,São Paulo,Jul,179
2013,São Paulo,Jul,181
2014,São Paulo,Jul,476
2015,São Paulo,Jul,149
2016,São Paulo,Jul,687
2017,São Paulo,Jul,802
1998,São Paulo,Aug,581
1999,São Paulo,Aug,1211
2000,São Paulo,Aug,915
2001,São Paulo,Aug,595
2002,São Paulo,Aug,719
2003,São Paulo,Aug,934
2004,São Paulo,Aug,794
2005,São Paulo,Aug,522
2006,São Paulo,Aug,572
2007,São Paulo,Aug,470
2008,São Paulo,Aug,153
2009,São Paulo,Aug,289
2010,São Paulo,Aug,1809
2011,São Paulo,Aug,1067
2012,São Paulo,Aug,435
2013,São Paulo,Aug,497
2014,São Paulo,Aug,1458
2015,São Paulo,Aug,643
2016,São Paulo,Aug,797
2017,São Paulo,Aug,981
1998,São Paulo,Sep,525
1999,São Paulo,Sep,911
2000,São Paulo,Sep,582
2001,São Paulo,Sep,425
2002,São Paulo,Sep,302
2003,São Paulo,Sep,977
2004,São Paulo,Sep,809
2005,São Paulo,Sep,231
2006,São Paulo,Sep,694
2007,São Paulo,Sep,495
2008,São Paulo,Sep,486
2009,São Paulo,Sep,116
2010,São Paulo,Sep,1677
2011,São Paulo,Sep,1108
2012,São Paulo,Sep,813
2013,São Paulo,Sep,560
2014,São Paulo,Sep,882
2015,São Paulo,Sep,368
2016,São Paulo,Sep,490
2017,São Paulo,Sep,2868
1998,São Paulo,Oct,434
1999,São Paulo,Oct,763
2000,São Paulo,Oct,647
2001,São Paulo,Oct,444
2002,São Paulo,Oct,733
2003,São Paulo,Oct,422
2004,São Paulo,Oct,195
2005,São Paulo,Oct,221
2006,São Paulo,Oct,153
2007,São Paulo,Oct,281
2008,São Paulo,Oct,87
2009,São Paulo,Oct,64
2010,São Paulo,Oct,260
2011,São Paulo,Oct,188
2012,São Paulo,Oct,206
2013,São Paulo,Oct,127
2014,São Paulo,Oct,887
2015,São Paulo,Oct,213
2016,São Paulo,Oct,177
2017,São Paulo,Oct,179
1998,São Paulo,Nov,488
1999,São Paulo,Nov,398
2000,São Paulo,Nov,96
2001,São Paulo,Nov,168
2002,São Paulo,Nov,72
2003,São Paulo,Nov,155
2004,São Paulo,Nov,144
2005,São Paulo,Nov,163
2006,São Paulo,Nov,43
2007,São Paulo,Nov,50
2008,São Paulo,Nov,20
2009,São Paulo,Nov,83
2010,São Paulo,Nov,104
2011,São Paulo,Nov,87
2012,São Paulo,Nov,50
2013,São Paulo,Nov,120
2014,São Paulo,Nov,56
2015,São Paulo,Nov,21
2016,São Paulo,Nov,39
2017,São Paulo,Nov,37
1998,São Paulo,Dec,121
1999,São Paulo,Dec,47
2000,São Paulo,Dec,23
2001,São Paulo,Dec,52
2002,São Paulo,Dec,57
2003,São Paulo,Dec,58
2004,São Paulo,Dec,102
2005,São Paulo,Dec,15
2006,São Paulo,Dec,13
2007,São Paulo,Dec,21
2008,São Paulo,Dec,36
2009,São Paulo,Dec,37
2010,São Paulo,Dec,52
2011,São Paulo,Dec,53
2012,São Paulo,Dec,64
2013,São Paulo,Dec,109
2014,São Paulo,Dec,57
2015,São Paulo,Dec,45
2016,São Paulo,Dec,47
1998,Sergipe,Jan,0
1999,Sergipe,Jan,36
2000,Sergipe,Jan,1
2001,Sergipe,Jan,2
2002,Sergipe,Jan,1
2003,Sergipe,Jan,198
2004,Sergipe,Jan,16
2005,Sergipe,Jan,80
2006,Sergipe,Jan,36
2007,Sergipe,Jan,56
2008,Sergipe,Jan,100
2009,Sergipe,Jan,60
2010,Sergipe,Jan,29
2011,Sergipe,Jan,36
2012,Sergipe,Jan,39
2013,Sergipe,Jan,34
2014,Sergipe,Jan,20
2015,Sergipe,Jan,44
2016,Sergipe,Jan,9
2017,Sergipe,Jan,31
1998,Sergipe,Feb,0
1999,Sergipe,Feb,25
2000,Sergipe,Feb,6
2001,Sergipe,Feb,2
2002,Sergipe,Feb,6
2003,Sergipe,Feb,50
2004,Sergipe,Feb,10
2005,Sergipe,Feb,19
2006,Sergipe,Feb,36
2007,Sergipe,Feb,22
2008,Sergipe,Feb,67
2009,Sergipe,Feb,64
2010,Sergipe,Feb,33
2011,Sergipe,Feb,31
2012,Sergipe,Feb,34
2013,Sergipe,Feb,47
2014,Sergipe,Feb,18
2015,Sergipe,Feb,40
2016,Sergipe,Feb,22
2017,Sergipe,Feb,18
1998,Sergipe,Mar,0
1999,Sergipe,Mar,18
2000,Sergipe,Mar,6
2001,Sergipe,Mar,1
2002,Sergipe,Mar,7
2003,Sergipe,Mar,62
2004,Sergipe,Mar,36
2005,Sergipe,Mar,28
2006,Sergipe,Mar,41
2007,Sergipe,Mar,2
2008,Sergipe,Mar,43
2009,Sergipe,Mar,29
2010,Sergipe,Mar,44
2011,Sergipe,Mar,47
2012,Sergipe,Mar,71
2013,Sergipe,Mar,67
2014,Sergipe,Mar,33
2015,Sergipe,Mar,49
2016,Sergipe,Mar,26
2017,Sergipe,Mar,16
1998,Sergipe,Apr,0
1999,Sergipe,Apr,6
2000,Sergipe,Apr,1
2001,Sergipe,Apr,0
2002,Sergipe,Apr,12
2003,Sergipe,Apr,48
2004,Sergipe,Apr,13
2005,Sergipe,Apr,8
2006,Sergipe,Apr,9
2007,Sergipe,Apr,1
2008,Sergipe,Apr,2
2009,Sergipe,Apr,19
2010,Sergipe,Apr,1
2011,Sergipe,Apr,12
2012,Sergipe,Apr,40
2013,Sergipe,Apr,15
2014,Sergipe,Apr,7
2015,Sergipe,Apr,35
2016,Sergipe,Apr,14
2017,Sergipe,Apr,8
1998,Sergipe,May,0
1999,Sergipe,May,0
2000,Sergipe,May,0
2001,Sergipe,May,3
2002,Sergipe,May,0
2003,Sergipe,May,2
2004,Sergipe,May,5
2005,Sergipe,May,0
2006,Sergipe,May,0
2007,Sergipe,May,0
2008,Sergipe,May,0
2009,Sergipe,May,0
2010,Sergipe,May,0
2011,Sergipe,May,0
2012,Sergipe,May,17
2013,Sergipe,May,1
2014,Sergipe,May,1
2015,Sergipe,May,11
2016,Sergipe,May,9
2017,Sergipe,May,1
1998,Sergipe,Jun,0
1999,Sergipe,Jun,0
2000,Sergipe,Jun,0
2001,Sergipe,Jun,0
2002,Sergipe,Jun,0
2003,Sergipe,Jun,0
2004,Sergipe,Jun,0
2005,Sergipe,Jun,0
2006,Sergipe,Jun,0
2007,Sergipe,Jun,0
2008,Sergipe,Jun,0
2009,Sergipe,Jun,2
2010,Sergipe,Jun,0
2011,Sergipe,Jun,1
2012,Sergipe,Jun,3
2013,Sergipe,Jun,1
2014,Sergipe,Jun,0
2015,Sergipe,Jun,3
2016,Sergipe,Jun,1
2017,Sergipe,Jun,0
1998,Sergipe,Jul,0
1999,Sergipe,Jul,0
2000,Sergipe,Jul,0
2001,Sergipe,Jul,0
2002,Sergipe,Jul,0
2003,Sergipe,Jul,0
2004,Sergipe,Jul,0
2005,Sergipe,Jul,0
2006,Sergipe,Jul,0
2007,Sergipe,Jul,0
2008,Sergipe,Jul,0
2009,Sergipe,Jul,0
2010,Sergipe,Jul,0
2011,Sergipe,Jul,0
2012,Sergipe,Jul,1
2013,Sergipe,Jul,0
2014,Sergipe,Jul,0
2015,Sergipe,Jul,0
2016,Sergipe,Jul,0
2017,Sergipe,Jul,0
1998,Sergipe,Aug,0
1999,Sergipe,Aug,0
2000,Sergipe,Aug,0
2001,Sergipe,Aug,0
2002,Sergipe,Aug,2
2003,Sergipe,Aug,0
2004,Sergipe,Aug,0
2005,Sergipe,Aug,0
2006,Sergipe,Aug,0
2007,Sergipe,Aug,0
2008,Sergipe,Aug,0
2009,Sergipe,Aug,0
2010,Sergipe,Aug,0
2011,Sergipe,Aug,1
2012,Sergipe,Aug,0
2013,Sergipe,Aug,0
2014,Sergipe,Aug,0
2015,Sergipe,Aug,0
2016,Sergipe,Aug,6
2017,Sergipe,Aug,0
1998,Sergipe,Sep,0
1999,Sergipe,Sep,0
2000,Sergipe,Sep,0
2001,Sergipe,Sep,1
2002,Sergipe,Sep,0
2003,Sergipe,Sep,3
2004,Sergipe,Sep,0
2005,Sergipe,Sep,2
2006,Sergipe,Sep,0
2007,Sergipe,Sep,0
2008,Sergipe,Sep,0
2009,Sergipe,Sep,1
2010,Sergipe,Sep,0
2011,Sergipe,Sep,0
2012,Sergipe,Sep,1
2013,Sergipe,Sep,1
2014,Sergipe,Sep,4
2015,Sergipe,Sep,1
2016,Sergipe,Sep,2
2017,Sergipe,Sep,0
1998,Sergipe,Oct,0
1999,Sergipe,Oct,0
2000,Sergipe,Oct,3
2001,Sergipe,Oct,5
2002,Sergipe,Oct,20
2003,Sergipe,Oct,2
2004,Sergipe,Oct,3
2005,Sergipe,Oct,11
2006,Sergipe,Oct,3
2007,Sergipe,Oct,3
2008,Sergipe,Oct,0
2009,Sergipe,Oct,1
2010,Sergipe,Oct,1
2011,Sergipe,Oct,5
2012,Sergipe,Oct,1
2013,Sergipe,Oct,3
2014,Sergipe,Oct,3
2015,Sergipe,Oct,6
2016,Sergipe,Oct,10
2017,Sergipe,Oct,0
1998,Sergipe,Nov,12
1999,Sergipe,Nov,3
2000,Sergipe,Nov,0
2001,Sergipe,Nov,5
2002,Sergipe,Nov,57
2003,Sergipe,Nov,2
2004,Sergipe,Nov,41
2005,Sergipe,Nov,23
2006,Sergipe,Nov,5
2007,Sergipe,Nov,7
2008,Sergipe,Nov,17
2009,Sergipe,Nov,9
2010,Sergipe,Nov,16
2011,Sergipe,Nov,4
2012,Sergipe,Nov,6
2013,Sergipe,Nov,7
2014,Sergipe,Nov,9
2015,Sergipe,Nov,47
2016,Sergipe,Nov,17
2017,Sergipe,Nov,1
1998,Sergipe,Dec,8
1999,Sergipe,Dec,5
2000,Sergipe,Dec,0
2001,Sergipe,Dec,5
2002,Sergipe,Dec,103
2003,Sergipe,Dec,36
2004,Sergipe,Dec,66
2005,Sergipe,Dec,29
2006,Sergipe,Dec,17
2007,Sergipe,Dec,33
2008,Sergipe,Dec,14
2009,Sergipe,Dec,21
2010,Sergipe,Dec,19
2011,Sergipe,Dec,36
2012,Sergipe,Dec,18
2013,Sergipe,Dec,9
2014,Sergipe,Dec,9
2015,Sergipe,Dec,63
2016,Sergipe,Dec,36
1998,Tocantins,Jan,0
1999,Tocantins,Jan,36
2000,Tocantins,Jan,15
2001,Tocantins,Jan,19
2002,Tocantins,Jan,35
2003,Tocantins,Jan,35
2004,Tocantins,Jan,40
2005,Tocantins,Jan,66
2006,Tocantins,Jan,91
2007,Tocantins,Jan,34
2008,Tocantins,Jan,28
2009,Tocantins,Jan,43
2010,Tocantins,Jan,79
2011,Tocantins,Jan,14
2012,Tocantins,Jan,12
2013,Tocantins,Jan,50
2014,Tocantins,Jan,89
2015,Tocantins,Jan,186
2016,Tocantins,Jan,42
2017,Tocantins,Jan,61
1998,Tocantins,Feb,0
1999,Tocantins,Feb,1
2000,Tocantins,Feb,6
2001,Tocantins,Feb,6
2002,Tocantins,Feb,48
2003,Tocantins,Feb,15
2004,Tocantins,Feb,7
2005,Tocantins,Feb,27
2006,Tocantins,Feb,14
2007,Tocantins,Feb,8
2008,Tocantins,Feb,6
2009,Tocantins,Feb,21
2010,Tocantins,Feb,32
2011,Tocantins,Feb,13
2012,Tocantins,Feb,45
2013,Tocantins,Feb,37
2014,Tocantins,Feb,73
2015,Tocantins,Feb,65
2016,Tocantins,Feb,383
2017,Tocantins,Feb,25
1998,Tocantins,Mar,0
1999,Tocantins,Mar,1
2000,Tocantins,Mar,4
2001,Tocantins,Mar,0
2002,Tocantins,Mar,33
2003,Tocantins,Mar,19
2004,Tocantins,Mar,23
2005,Tocantins,Mar,13
2006,Tocantins,Mar,11
2007,Tocantins,Mar,99
2008,Tocantins,Mar,4
2009,Tocantins,Mar,23
2010,Tocantins,Mar,120
2011,Tocantins,Mar,16
2012,Tocantins,Mar,80
2013,Tocantins,Mar,60
2014,Tocantins,Mar,58
2015,Tocantins,Mar,85
2016,Tocantins,Mar,165
2017,Tocantins,Mar,98
1998,Tocantins,Apr,0
1999,Tocantins,Apr,9
2000,Tocantins,Apr,0
2001,Tocantins,Apr,19
2002,Tocantins,Apr,37
2003,Tocantins,Apr,64
2004,Tocantins,Apr,52
2005,Tocantins,Apr,52
2006,Tocantins,Apr,4
2007,Tocantins,Apr,22
2008,Tocantins,Apr,46
2009,Tocantins,Apr,5
2010,Tocantins,Apr,419
2011,Tocantins,Apr,106
2012,Tocantins,Apr,226
2013,Tocantins,Apr,130
2014,Tocantins,Apr,187
2015,Tocantins,Apr,88
2016,Tocantins,Apr,369
2017,Tocantins,Apr,164
1998,Tocantins,May,0
1999,Tocantins,May,24
2000,Tocantins,May,69
2001,Tocantins,May,48
2002,Tocantins,May,138
2003,Tocantins,May,96
2004,Tocantins,May,350
2005,Tocantins,May,236
2006,Tocantins,May,35
2007,Tocantins,May,250
2008,Tocantins,May,81
2009,Tocantins,May,91
2010,Tocantins,May,580
2011,Tocantins,May,354
2012,Tocantins,May,467
2013,Tocantins,May,373
2014,Tocantins,May,618
2015,Tocantins,May,512
2016,Tocantins,May,778
2017,Tocantins,May,576
1998,Tocantins,Jun,252
1999,Tocantins,Jun,113
2000,Tocantins,Jun,278
2001,Tocantins,Jun,305
2002,Tocantins,Jun,396
2003,Tocantins,Jun,329
2004,Tocantins,Jun,1079
2005,Tocantins,Jun,669
2006,Tocantins,Jun,289
2007,Tocantins,Jun,591
2008,Tocantins,Jun,282
2009,Tocantins,Jun,421
2010,Tocantins,Jun,767
2011,Tocantins,Jun,717
2012,Tocantins,Jun,922
2013,Tocantins,Jun,873
2014,Tocantins,Jun,1372
2015,Tocantins,Jun,1150
2016,Tocantins,Jun,1148
2017,Tocantins,Jun,1320
1998,Tocantins,Jul,640
1999,Tocantins,Jul,373
2000,Tocantins,Jul,500
2001,Tocantins,Jul,830
2002,Tocantins,Jul,976
2003,Tocantins,Jul,762
2004,Tocantins,Jul,1389
2005,Tocantins,Jul,1082
2006,Tocantins,Jul,430
2007,Tocantins,Jul,982
2008,Tocantins,Jul,441
2009,Tocantins,Jul,989
2010,Tocantins,Jul,2408
2011,Tocantins,Jul,1001
2012,Tocantins,Jul,1693
2013,Tocantins,Jul,1393
2014,Tocantins,Jul,1404
2015,Tocantins,Jul,1217
2016,Tocantins,Jul,2737
2017,Tocantins,Jul,2397
1998,Tocantins,Aug,3747
1999,Tocantins,Aug,1284
2000,Tocantins,Aug,1949
2001,Tocantins,Aug,2242
2002,Tocantins,Aug,3027
2003,Tocantins,Aug,1339
2004,Tocantins,Aug,1776
2005,Tocantins,Aug,1840
2006,Tocantins,Aug,1277
2007,Tocantins,Aug,4747
2008,Tocantins,Aug,845
2009,Tocantins,Aug,1124
2010,Tocantins,Aug,7865
2011,Tocantins,Aug,1668
2012,Tocantins,Aug,4280
2013,Tocantins,Aug,1810
2014,Tocantins,Aug,2917
2015,Tocantins,Aug,2540
2016,Tocantins,Aug,3213
2017,Tocantins,Aug,3536
1998,Tocantins,Sep,5149
1999,Tocantins,Sep,3415
2000,Tocantins,Sep,2552
2001,Tocantins,Sep,4839
2002,Tocantins,Sep,5314
2003,Tocantins,Sep,4637
2004,Tocantins,Sep,5308
2005,Tocantins,Sep,5319
2006,Tocantins,Sep,2979
2007,Tocantins,Sep,6829
2008,Tocantins,Sep,2390
2009,Tocantins,Sep,2017
2010,Tocantins,Sep,10172
2011,Tocantins,Sep,4658
2012,Tocantins,Sep,7460
2013,Tocantins,Sep,2445
2014,Tocantins,Sep,3520
2015,Tocantins,Sep,5510
2016,Tocantins,Sep,3245
2017,Tocantins,Sep,10737
1998,Tocantins,Oct,1738
1999,Tocantins,Oct,1378
2000,Tocantins,Oct,1053
2001,Tocantins,Oct,684
2002,Tocantins,Oct,1537
2003,Tocantins,Oct,1339
2004,Tocantins,Oct,1658
2005,Tocantins,Oct,2913
2006,Tocantins,Oct,1176
2007,Tocantins,Oct,2252
2008,Tocantins,Oct,2832
2009,Tocantins,Oct,718
2010,Tocantins,Oct,2272
2011,Tocantins,Oct,1591
2012,Tocantins,Oct,3680
2013,Tocantins,Oct,2155
2014,Tocantins,Oct,4000
2015,Tocantins,Oct,4844
2016,Tocantins,Oct,2032
2017,Tocantins,Oct,2969
1998,Tocantins,Nov,1
1999,Tocantins,Nov,29
2000,Tocantins,Nov,96
2001,Tocantins,Nov,100
2002,Tocantins,Nov,207
2003,Tocantins,Nov,146
2004,Tocantins,Nov,424
2005,Tocantins,Nov,271
2006,Tocantins,Nov,108
2007,Tocantins,Nov,147
2008,Tocantins,Nov,104
2009,Tocantins,Nov,251
2010,Tocantins,Nov,283
2011,Tocantins,Nov,144
2012,Tocantins,Nov,179
2013,Tocantins,Nov,345
2014,Tocantins,Nov,451
2015,Tocantins,Nov,833
2016,Tocantins,Nov,623
2017,Tocantins,Nov,434
1998,Tocantins,Dec,9
1999,Tocantins,Dec,16
2000,Tocantins,Dec,20
2001,Tocantins,Dec,21
2002,Tocantins,Dec,39
2003,Tocantins,Dec,109
2004,Tocantins,Dec,96
2005,Tocantins,Dec,53
2006,Tocantins,Dec,15
2007,Tocantins,Dec,13
2008,Tocantins,Dec,7
2009,Tocantins,Dec,46
2010,Tocantins,Dec,72
2011,Tocantins,Dec,105
